gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,reading_score,writing_score,math_score
male,group E,high school,free/reduced,completed,64,70,44
male,group A,bachelor's degree,standard,none,58,54,43
male,group C,bachelor's degree,standard,none,88,96,83
male,group A,some high school,standard,none,69,71,54
female,group B,some high school,free/reduced,completed,77,73,60
male,group A,master's degree,standard,completed,77,74,62
male,group C,associate's degree,standard,completed,60,56,43
female,group D,some high school,standard,none,71,60,43
male,group A,high school,free/reduced,completed,85,92,66
female,group A,master's degree,standard,none,68,69,49
male,group A,master's degree,free/reduced,completed,66,69,53
female,group A,high school,standard,completed,80,80,59
female,group C,some high school,standard,completed,50,42,39
female,group E,high school,free/reduced,none,36,37,28
female,group E,some college,standard,completed,74,78,54
male,group A,some high school,free/reduced,completed,85,89,84
female,group C,associate's degree,free/reduced,none,97,100,83
male,group C,high school,standard,completed,72,72,55
female,group A,some high school,free/reduced,none,82,70,55
female,group B,bachelor's degree,free/reduced,completed,89,92,81
female,group A,some college,free/reduced,completed,70,70,47
male,group B,associate's degree,free/reduced,none,60,69,65
female,group A,some high school,standard,completed,58,67,35
male,group B,bachelor's degree,free/reduced,none,65,70,81
male,group B,some high school,free/reduced,none,91,84,65
male,group A,bachelor's degree,standard,completed,83,77,51
male,group B,associate's degree,standard,completed,66,68,46
male,group D,some college,standard,completed,88,82,64
male,group E,bachelor's degree,free/reduced,completed,76,80,56
male,group C,master's degree,free/reduced,completed,66,70,57
male,group B,associate's degree,free/reduced,none,72,79,63
male,group B,associate's degree,free/reduced,none,76,81,94
female,group C,high school,standard,none,72,70,57
female,group B,some college,standard,none,96,95,63
female,group C,master's degree,free/reduced,none,67,62,49
female,group A,master's degree,free/reduced,completed,49,50,40
female,group D,high school,free/reduced,none,74,63,49
male,group D,bachelor's degree,free/reduced,none,65,63,57
male,group E,bachelor's degree,standard,completed,49,52,48
male,group B,master's degree,standard,completed,79,82,58
male,group E,some college,standard,completed,15,19,10
male,group A,bachelor's degree,standard,completed,74,68,37
male,group D,associate's degree,free/reduced,none,34,27,15
male,group A,some high school,standard,completed,70,72,54
female,group A,high school,free/reduced,none,78,73,61
female,group B,some college,standard,completed,80,74,60
female,group A,bachelor's degree,standard,completed,82,83,57
female,group D,some high school,free/reduced,none,54,53,53
male,group E,master's degree,standard,none,72,83,72
male,group D,high school,standard,completed,59,60,58
male,group B,bachelor's degree,standard,none,58,58,61
female,group D,master's degree,standard,completed,68,65,43
male,group C,bachelor's degree,free/reduced,completed,63,67,56
male,group E,high school,standard,none,54,53,51
male,group C,associate's degree,standard,none,74,71,80
female,group C,associate's degree,standard,none,78,76,76
male,group B,some high school,free/reduced,completed,57,55,42
female,group A,master's degree,free/reduced,none,67,66,37
female,group C,associate's degree,standard,none,67,78,45
female,group D,high school,standard,completed,67,70,61
female,group A,master's degree,standard,none,69,68,55
male,group D,bachelor's degree,free/reduced,none,74,73,51
female,group D,some college,standard,none,87,80,46
female,group A,bachelor's degree,standard,none,71,61,61
male,group A,high school,free/reduced,completed,62,65,39
male,group D,some high school,free/reduced,none,69,72,70
female,group B,master's degree,free/reduced,completed,54,56,34
male,group E,bachelor's degree,standard,completed,56,63,43
female,group E,master's degree,standard,none,76,77,54
female,group B,associate's degree,standard,completed,23,27,26
female,group A,some college,free/reduced,none,66,65,45
female,group D,high school,standard,completed,83,70,59
male,group E,bachelor's degree,standard,none,76,81,59
female,group D,some college,free/reduced,completed,82,77,54
male,group B,high school,free/reduced,completed,75,76,60
male,group D,high school,standard,completed,99,95,80
male,group B,some high school,free/reduced,completed,51,52,48
male,group A,associate's degree,standard,completed,71,79,66
female,group B,some high school,standard,completed,80,82,71
male,group B,some high school,standard,none,63,67,34
female,group E,master's degree,free/reduced,completed,87,86,68
male,group D,master's degree,standard,none,79,77,53
male,group E,some college,free/reduced,completed,47,45,36
female,group C,associate's degree,free/reduced,none,75,78,62
female,group B,high school,free/reduced,completed,79,79,65
female,group C,associate's degree,free/reduced,completed,94,97,60
male,group E,associate's degree,standard,completed,67,66,77
male,group D,some college,free/reduced,completed,78,83,87
female,group E,master's degree,standard,completed,73,76,53
female,group D,associate's degree,standard,completed,61,61,37
female,group D,associate's degree,standard,completed,64,67,80
female,group A,associate's degree,standard,completed,37,42,42
male,group B,bachelor's degree,free/reduced,none,62,71,60
female,group E,associate's degree,free/reduced,none,93,89,60
female,group D,associate's degree,standard,completed,67,71,71
female,group E,high school,standard,none,82,85,58
female,group E,some high school,standard,completed,73,77,58
male,group D,bachelor's degree,free/reduced,none,76,73,73
female,group C,associate's degree,free/reduced,completed,99,99,75
male,group B,some high school,standard,none,63,60,51
female,group B,associate's degree,standard,none,63,64,62
female,group A,some college,standard,completed,86,81,54
male,group A,some college,free/reduced,none,68,74,68
female,group A,some high school,standard,completed,65,65,68
male,group B,bachelor's degree,free/reduced,completed,84,92,69
male,group C,high school,free/reduced,none,73,69,69
female,group B,bachelor's degree,free/reduced,completed,67,68,46
male,group B,bachelor's degree,standard,none,64,64,35
male,group B,some college,free/reduced,none,57,60,26
male,group B,some college,free/reduced,none,46,49,43
male,group C,high school,standard,none,86,79,70
male,group A,associate's degree,standard,none,63,68,46
male,group E,high school,standard,none,44,48,48
male,group A,associate's degree,free/reduced,completed,96,88,67
male,group A,some high school,free/reduced,none,71,78,47
female,group E,some high school,standard,none,70,63,43
female,group B,master's degree,free/reduced,none,46,47,51
male,group C,some college,standard,completed,78,76,70
female,group C,master's degree,standard,completed,62,61,47
male,group A,master's degree,free/reduced,completed,62,60,46
male,group E,some college,free/reduced,none,76,78,55
female,group D,master's degree,free/reduced,none,71,66,30
male,group B,bachelor's degree,free/reduced,none,55,59,29
male,group A,associate's degree,standard,completed,48,50,37
male,group C,high school,standard,completed,72,71,63
male,group E,some college,free/reduced,completed,71,75,55
female,group E,bachelor's degree,free/reduced,none,100,100,64
male,group A,some high school,free/reduced,none,36,35,44
male,group D,high school,standard,completed,72,64,40
male,group C,high school,standard,none,45,42,34
female,group A,high school,free/reduced,completed,63,58,49
male,group D,master's degree,standard,completed,63,54,70
female,group E,master's degree,standard,completed,78,77,52
female,group B,master's degree,standard,none,78,77,62
male,group C,master's degree,standard,completed,90,91,74
male,group C,bachelor's degree,free/reduced,completed,73,75,47
female,group D,master's degree,free/reduced,none,84,82,69
male,group A,some college,free/reduced,none,90,92,68
female,group E,high school,free/reduced,completed,73,77,56
female,group D,bachelor's degree,standard,none,87,92,64
male,group B,some high school,free/reduced,none,73,75,70
male,group B,master's degree,free/reduced,none,69,71,54
female,group B,some high school,free/reduced,none,60,55,37
female,group D,high school,free/reduced,completed,75,79,39
female,group E,bachelor's degree,free/reduced,none,75,70,76
female,group C,high school,standard,completed,75,76,61
male,group A,some high school,free/reduced,none,87,90,83
male,group C,bachelor's degree,standard,none,83,85,79
male,group E,associate's degree,standard,completed,47,33,35
male,group C,bachelor's degree,standard,none,48,52,49
male,group D,master's degree,standard,none,71,78,72
female,group B,some high school,standard,completed,55,47,30
male,group E,high school,standard,completed,68,68,63
male,group E,high school,free/reduced,completed,56,55,47
male,group C,high school,standard,none,71,71,47
male,group D,some college,free/reduced,none,54,60,54
male,group C,some college,standard,none,76,77,51
female,group C,master's degree,standard,completed,53,48,45
female,group E,associate's degree,standard,none,72,68,58
female,group C,some college,free/reduced,completed,44,40,27
male,group B,bachelor's degree,standard,completed,53,43,57
female,group C,some high school,standard,completed,80,77,71
female,group B,master's degree,free/reduced,completed,89,92,64
male,group E,associate's degree,standard,completed,83,84,79
male,group D,bachelor's degree,standard,none,81,81,61
male,group B,high school,standard,completed,92,90,68
female,group D,some college,free/reduced,completed,84,83,76
female,group D,bachelor's degree,standard,completed,47,49,44
male,group B,associate's degree,standard,completed,84,88,66
male,group E,master's degree,free/reduced,none,84,85,83
female,group A,bachelor's degree,free/reduced,none,41,35,22
female,group D,master's degree,standard,none,59,56,60
male,group D,high school,standard,completed,93,95,67
male,group E,associate's degree,standard,none,68,64,56
female,group E,associate's degree,standard,none,52,48,36
male,group C,some college,free/reduced,completed,82,85,74
female,group E,some high school,free/reduced,completed,65,68,32
female,group D,associate's degree,free/reduced,completed,64,59,38
female,group B,bachelor's degree,standard,completed,83,76,69
female,group A,bachelor's degree,free/reduced,completed,76,69,66
male,group C,bachelor's degree,free/reduced,none,68,71,49
male,group B,high school,standard,none,74,69,67
female,group A,associate's degree,standard,none,67,64,45
female,group A,associate's degree,standard,none,83,76,68
female,group A,bachelor's degree,standard,none,48,48,37
female,group B,some college,standard,completed,67,65,37
female,group C,some college,standard,none,63,65,68
male,group C,associate's degree,free/reduced,none,74,75,54
male,group A,associate's degree,standard,none,53,43,31
male,group B,master's degree,standard,none,92,93,70
male,group A,associate's degree,free/reduced,none,58,57,41
female,group E,bachelor's degree,free/reduced,completed,85,91,72
female,group C,some high school,free/reduced,completed,79,74,56
female,group D,high school,free/reduced,none,73,75,53
female,group A,associate's degree,free/reduced,completed,73,73,63
female,group E,associate's degree,standard,none,42,37,31
male,group C,bachelor's degree,standard,none,62,67,56
female,group B,master's degree,free/reduced,completed,100,100,77
male,group C,some high school,free/reduced,completed,73,71,60
male,group B,associate's degree,free/reduced,completed,76,71,43
male,group B,some college,free/reduced,none,41,46,45
male,group A,some college,standard,none,66,70,50
female,group A,some college,free/reduced,none,64,64,49
male,group C,high school,free/reduced,completed,58,57,51
male,group E,high school,standard,completed,78,72,62
male,group C,some high school,standard,none,63,69,59
female,group D,associate's degree,standard,completed,59,53,58
female,group B,associate's degree,free/reduced,completed,47,51,36
female,group B,associate's degree,free/reduced,none,53,63,46
male,group A,high school,standard,completed,55,51,69
male,group E,some high school,free/reduced,completed,64,61,45
female,group A,associate's degree,free/reduced,none,62,58,41
male,group D,bachelor's degree,standard,none,60,66,58
female,group C,master's degree,standard,none,44,44,44
female,group C,some college,standard,completed,54,46,48
male,group E,some college,free/reduced,none,71,65,47
male,group A,bachelor's degree,standard,completed,91,94,72
male,group A,associate's degree,free/reduced,none,94,90,73
male,group D,some high school,free/reduced,none,99,90,72
female,group C,some high school,free/reduced,none,73,75,60
female,group A,high school,standard,completed,69,70,52
female,group E,associate's degree,standard,none,79,75,76
female,group C,some high school,standard,none,64,62,40
female,group D,associate's degree,free/reduced,completed,82,80,82
male,group E,some college,standard,completed,67,66,40
female,group B,some college,standard,none,74,80,81
female,group D,high school,free/reduced,none,59,62,57
female,group E,some college,free/reduced,none,84,86,61
male,group A,associate's degree,standard,completed,55,54,43
male,group B,bachelor's degree,standard,completed,60,56,53
male,group D,high school,free/reduced,none,64,71,61
male,group A,bachelor's degree,free/reduced,none,57,56,44
female,group B,associate's degree,free/reduced,none,78,73,50
female,group C,high school,standard,none,71,86,73
male,group A,bachelor's degree,standard,completed,55,56,47
male,group E,high school,free/reduced,completed,62,56,61
female,group D,associate's degree,standard,completed,72,76,58
female,group B,some high school,standard,none,73,77,62
male,group A,high school,standard,none,55,52,57
male,group C,some high school,free/reduced,completed,70,65,56
male,group D,associate's degree,standard,none,79,77,49
male,group D,high school,free/reduced,completed,65,68,38
female,group A,high school,standard,none,54,57,27
female,group C,some high school,free/reduced,none,89,85,60
female,group B,some college,free/reduced,none,79,86,61
male,group A,some high school,standard,completed,63,55,56
male,group B,some high school,standard,none,71,68,65
female,group D,some high school,free/reduced,none,64,63,29
female,group B,associate's degree,free/reduced,completed,55,53,49
female,group C,master's degree,standard,none,80,77,59
female,group E,some high school,free/reduced,none,94,100,81
male,group C,high school,free/reduced,completed,83,82,85
female,group B,bachelor's degree,standard,none,73,74,50
female,group A,some college,standard,completed,65,66,57
female,group D,some high school,standard,none,30,31,35
female,group E,some high school,standard,none,93,92,74
female,group A,some college,free/reduced,completed,60,50,37
female,group A,some high school,standard,none,82,86,60
female,group C,high school,standard,completed,84,83,61
male,group B,master's degree,standard,none,83,80,67
male,group C,some high school,standard,completed,49,46,31
male,group B,some college,free/reduced,none,84,85,73
male,group C,some high school,free/reduced,none,62,59,52
female,group A,associate's degree,standard,none,68,66,36
male,group D,high school,standard,none,68,71,66
male,group B,high school,standard,none,60,61,70
female,group E,master's degree,standard,completed,65,60,45
female,group E,associate's degree,free/reduced,none,72,74,67
male,group A,associate's degree,free/reduced,completed,55,53,56
male,group C,master's degree,free/reduced,completed,45,49,44
female,group C,bachelor's degree,free/reduced,none,83,81,71
male,group A,some high school,standard,none,74,74,42
female,group E,associate's degree,free/reduced,none,42,44,31
female,group E,bachelor's degree,free/reduced,completed,76,71,57
female,group C,bachelor's degree,standard,none,67,70,68
female,group B,high school,free/reduced,none,50,58,30
male,group D,some high school,free/reduced,none,61,63,69
female,group B,high school,free/reduced,none,75,76,76
female,group E,some college,standard,none,55,59,35
male,group B,high school,standard,none,54,58,32
female,group D,associate's degree,standard,completed,61,61,59
male,group B,associate's degree,standard,none,55,50,39
male,group B,some high school,free/reduced,completed,53,49,38
male,group B,bachelor's degree,free/reduced,completed,53,51,51
female,group B,associate's degree,standard,none,76,69,46
male,group A,high school,standard,none,56,62,56
male,group E,high school,standard,completed,86,81,54
female,group D,some high school,free/reduced,none,100,100,67
male,group E,high school,free/reduced,none,67,62,60
male,group A,master's degree,standard,none,100,100,86
male,group A,some high school,standard,none,78,82,42
male,group A,some high school,standard,completed,72,65,63
male,group A,associate's degree,standard,completed,69,72,75
female,group B,some high school,standard,completed,40,34,30
male,group E,some college,standard,none,63,61,62
male,group C,associate's degree,standard,completed,53,66,45
female,group D,associate's degree,standard,completed,83,84,77
female,group A,master's degree,free/reduced,completed,95,99,51
female,group E,associate's degree,standard,none,73,74,52
male,group A,bachelor's degree,free/reduced,none,73,72,86
female,group A,high school,standard,none,84,80,80
male,group A,high school,free/reduced,none,71,78,56
male,group A,some high school,standard,none,88,97,73
female,group A,master's degree,standard,completed,100,100,68
female,group D,high school,free/reduced,completed,91,97,75
male,group E,bachelor's degree,standard,none,60,64,32
female,group A,master's degree,free/reduced,none,82,81,70
male,group A,some college,free/reduced,completed,59,59,41
female,group A,high school,free/reduced,completed,66,63,58
female,group A,associate's degree,standard,none,94,100,71
female,group B,bachelor's degree,free/reduced,none,55,59,39
male,group B,bachelor's degree,standard,none,64,64,60
female,group C,high school,free/reduced,completed,87,84,64
male,group A,some high school,standard,completed,57,59,42
male,group C,some college,free/reduced,none,41,34,45
male,group D,associate's degree,free/reduced,none,47,43,50
male,group C,some college,standard,completed,60,58,55
female,group E,some college,standard,completed,69,66,54
male,group B,high school,standard,completed,65,63,76
male,group B,associate's degree,standard,none,62,65,64
female,group A,high school,standard,none,71,80,53
male,group A,high school,standard,none,62,65,58
female,group D,some high school,standard,none,59,58,37
male,group D,bachelor's degree,standard,completed,73,78,64
female,group E,some high school,standard,completed,71,71,55
male,group A,some high school,free/reduced,none,85,75,58
female,group A,high school,free/reduced,none,100,100,84
male,group D,some high school,free/reduced,none,38,32,19
male,group D,some high school,free/reduced,none,77,77,59
female,group D,master's degree,standard,none,72,68,60
female,group B,associate's degree,free/reduced,none,89,83,69
female,group C,bachelor's degree,free/reduced,none,62,59,46
female,group C,associate's degree,free/reduced,none,64,51,43
male,group A,bachelor's degree,standard,none,50,46,35
male,group B,master's degree,standard,none,85,87,84
female,group D,high school,free/reduced,completed,72,73,68
male,group A,bachelor's degree,free/reduced,completed,86,76,48
female,group B,bachelor's degree,free/reduced,completed,63,67,41
female,group E,bachelor's degree,standard,completed,59,70,39
male,group B,master's degree,free/reduced,none,80,88,62
male,group A,associate's degree,free/reduced,completed,64,61,62
male,group C,master's degree,standard,completed,79,75,53
male,group D,bachelor's degree,free/reduced,completed,77,72,64
male,group E,some high school,free/reduced,completed,71,80,71
male,group B,bachelor's degree,free/reduced,completed,60,57,25
male,group A,some high school,free/reduced,none,75,71,53
female,group A,high school,free/reduced,completed,58,62,32
female,group D,master's degree,free/reduced,completed,71,76,52
female,group A,some high school,free/reduced,none,95,99,82
female,group A,master's degree,free/reduced,completed,88,82,50
female,group D,some college,standard,none,62,64,50
male,group E,associate's degree,free/reduced,completed,74,81,44
female,group C,some college,free/reduced,none,61,61,36
female,group C,some high school,free/reduced,none,74,75,71
female,group B,some college,standard,none,56,57,52
female,group E,associate's degree,free/reduced,completed,60,58,34
female,group B,some high school,standard,completed,98,100,79
female,group C,high school,free/reduced,none,71,75,56
female,group D,high school,standard,none,63,69,55
male,group A,associate's degree,standard,none,38,37,38
male,group C,associate's degree,standard,none,72,72,82
female,group E,some high school,free/reduced,none,100,99,76
male,group C,master's degree,free/reduced,none,61,68,71
male,group E,some high school,standard,none,64,61,41
male,group E,master's degree,free/reduced,none,70,69,54
male,group E,master's degree,standard,none,60,60,43
female,group B,master's degree,free/reduced,none,100,100,75
male,group D,some high school,free/reduced,completed,84,76,66
male,group C,bachelor's degree,standard,none,80,82,72
male,group D,bachelor's degree,standard,completed,100,100,83
female,group A,high school,free/reduced,none,95,95,83
female,group C,bachelor's degree,standard,completed,71,72,64
female,group D,bachelor's degree,standard,none,65,64,54
female,group D,master's degree,free/reduced,completed,65,57,47
female,group A,master's degree,standard,none,61,66,44
female,group E,associate's degree,free/reduced,none,66,58,44
female,group C,master's degree,free/reduced,none,62,57,61
male,group C,some high school,standard,completed,53,58,39
male,group A,associate's degree,standard,none,33,26,29
male,group E,associate's degree,standard,none,85,84,82
female,group C,bachelor's degree,free/reduced,none,30,39,32
female,group C,master's degree,standard,completed,75,75,62
female,group C,bachelor's degree,free/reduced,completed,84,77,81
female,group E,master's degree,standard,none,76,79,63
female,group A,bachelor's degree,standard,none,67,69,50
male,group C,bachelor's degree,free/reduced,completed,73,73,75
male,group D,bachelor's degree,standard,completed,63,52,42
female,group E,some high school,standard,none,68,74,57
female,group B,high school,free/reduced,none,65,73,50
female,group A,bachelor's degree,standard,none,59,58,25
female,group D,some college,standard,completed,87,83,52
male,group C,some college,free/reduced,completed,83,85,56
female,group B,some college,standard,none,67,69,54
female,group A,some high school,standard,completed,70,73,58
female,group E,associate's degree,free/reduced,completed,58,58,49
female,group B,bachelor's degree,standard,none,75,77,54
male,group B,some college,standard,none,68,71,48
female,group D,some high school,standard,none,65,77,88
female,group A,associate's degree,free/reduced,completed,73,75,52
male,group D,some college,standard,completed,71,71,61
male,group D,master's degree,free/reduced,none,57,49,53
male,group C,high school,standard,completed,83,75,67
female,group E,bachelor's degree,standard,completed,84,84,64
female,group B,high school,standard,completed,59,58,35
male,group A,high school,standard,completed,100,100,68
male,group E,master's degree,standard,none,55,50,37
male,group E,master's degree,standard,completed,79,82,63
male,group A,master's degree,standard,none,78,75,60
male,group E,associate's degree,standard,completed,80,76,55
male,group C,some college,standard,none,95,89,68
female,group E,bachelor's degree,free/reduced,completed,65,60,63
female,group C,master's degree,standard,none,70,68,44
female,group B,some high school,free/reduced,none,76,75,53
male,group B,bachelor's degree,free/reduced,completed,44,45,22
male,group D,bachelor's degree,standard,completed,72,69,85
male,group C,bachelor's degree,free/reduced,none,76,67,37
male,group B,master's degree,free/reduced,completed,59,53,41
male,group E,master's degree,free/reduced,none,100,99,97
male,group A,some college,free/reduced,none,73,78,74
female,group A,master's degree,standard,none,58,57,49
female,group C,master's degree,free/reduced,none,61,63,54
male,group D,bachelor's degree,standard,completed,58,65,38
female,group E,some college,free/reduced,completed,58,57,30
male,group C,high school,free/reduced,completed,75,74,53
female,group A,master's degree,free/reduced,completed,76,76,55
male,group C,some high school,standard,completed,76,76,65
male,group E,master's degree,standard,none,80,74,60
female,group B,high school,standard,completed,76,78,78
female,group E,bachelor's degree,standard,completed,100,100,82
male,group B,some college,free/reduced,completed,83,78,48
male,group B,bachelor's degree,standard,none,54,53,28
female,group B,associate's degree,free/reduced,completed,70,60,48
female,group C,master's degree,standard,completed,53,45,32
male,group A,some high school,free/reduced,completed,70,74,57
female,group C,associate's degree,free/reduced,completed,48,46,45
male,group A,master's degree,standard,completed,66,72,61
male,group E,associate's degree,free/reduced,none,68,68,43
male,group D,high school,free/reduced,completed,49,50,51
male,group E,master's degree,free/reduced,completed,70,69,52
female,group C,some high school,free/reduced,completed,64,58,49
female,group C,master's degree,free/reduced,none,53,55,34
female,group A,associate's degree,standard,completed,83,79,68
female,group C,some college,standard,completed,64,65,55
female,group B,associate's degree,free/reduced,none,86,81,81
female,group C,master's degree,free/reduced,completed,73,76,53
female,group A,master's degree,standard,none,64,66,52
male,group A,some college,standard,completed,55,61,50
female,group B,bachelor's degree,standard,none,52,55,45
female,group A,some college,free/reduced,none,72,71,70
male,group D,bachelor's degree,free/reduced,none,75,82,54
female,group E,some high school,standard,none,57,58,50
female,group C,master's degree,standard,completed,51,39,41
male,group D,high school,standard,none,80,76,58
female,group C,high school,free/reduced,none,81,80,66
female,group D,associate's degree,free/reduced,completed,57,63,49
female,group C,some college,free/reduced,completed,67,64,56
male,group B,some college,standard,none,77,73,56
female,group A,high school,free/reduced,none,53,42,30
female,group A,bachelor's degree,standard,completed,56,62,48
male,group B,some college,standard,none,82,89,75
female,group D,bachelor's degree,standard,completed,56,50,32
male,group E,bachelor's degree,free/reduced,completed,71,63,62
male,group D,bachelor's degree,free/reduced,none,71,76,60
female,group A,bachelor's degree,free/reduced,completed,52,58,42
male,group E,associate's degree,free/reduced,completed,84,80,65
male,group C,associate's degree,free/reduced,none,46,44,24
female,group E,high school,free/reduced,completed,74,76,62
male,group D,associate's degree,standard,completed,63,57,45
male,group B,some high school,standard,none,71,66,57
female,group C,some college,free/reduced,completed,66,64,50
female,group D,some high school,free/reduced,completed,53,48,35
female,group C,associate's degree,free/reduced,none,65,79,46
male,group E,some college,standard,completed,77,83,46
female,group A,some college,free/reduced,completed,66,64,48
male,group D,bachelor's degree,standard,completed,62,62,24
male,group B,high school,free/reduced,completed,40,31,14
male,group E,bachelor's degree,standard,none,56,58,54
male,group D,bachelor's degree,standard,completed,58,61,38
male,group B,some high school,free/reduced,none,82,78,70
male,group D,associate's degree,standard,completed,64,61,55
male,group E,some high school,standard,none,77,72,51
female,group D,associate's degree,standard,completed,58,64,58
female,group C,some high school,standard,none,39,45,47
male,group E,some college,free/reduced,none,84,85,52
male,group D,associate's degree,standard,completed,58,58,55
female,group A,associate's degree,standard,completed,83,76,57
male,group D,some high school,standard,none,66,62,35
female,group C,master's degree,free/reduced,none,90,88,73
female,group B,some college,free/reduced,none,100,100,85
female,group B,some college,standard,none,76,78,60
male,group B,master's degree,free/reduced,none,49,40,53
male,group A,some high school,free/reduced,none,78,71,67
female,group C,some high school,free/reduced,completed,75,71,57
female,group E,some college,free/reduced,completed,51,43,39
female,group B,some high school,free/reduced,none,60,65,80
female,group C,high school,free/reduced,none,63,68,57
female,group D,high school,free/reduced,completed,75,66,70
male,group A,master's degree,standard,none,56,57,54
female,group C,associate's degree,standard,none,54,51,30
male,group C,high school,standard,completed,52,51,30
female,group E,some high school,free/reduced,completed,41,43,33
male,group C,master's degree,standard,none,79,68,57
male,group E,high school,free/reduced,completed,71,76,61
male,group A,bachelor's degree,free/reduced,none,81,83,78
male,group A,master's degree,standard,completed,59,64,57
male,group D,some college,standard,none,58,48,27
male,group E,high school,standard,none,75,74,53
female,group E,some college,standard,none,83,85,83
male,group B,master's degree,free/reduced,none,84,86,74
female,group B,high school,standard,completed,53,57,28
male,group D,some college,standard,completed,84,86,66
male,group A,associate's degree,free/reduced,completed,92,82,50
female,group B,associate's degree,free/reduced,none,76,81,73
male,group C,bachelor's degree,free/reduced,completed,87,84,73
female,group A,some high school,free/reduced,none,77,78,60
female,group C,master's degree,free/reduced,none,53,60,44
female,group E,some high school,standard,completed,84,83,72
female,group A,some high school,standard,completed,75,73,71
male,group D,some college,free/reduced,none,54,48,45
male,group E,bachelor's degree,standard,none,61,54,53
female,group E,master's degree,free/reduced,completed,76,69,61
male,group C,associate's degree,standard,completed,100,100,93
male,group E,some high school,standard,completed,96,100,96
female,group B,some college,standard,completed,40,38,24
male,group A,some high school,standard,completed,70,69,53
female,group B,high school,standard,none,92,95,75
female,group C,associate's degree,free/reduced,none,63,59,41
male,group C,some high school,standard,none,62,68,48
male,group A,high school,standard,completed,61,58,46
male,group E,high school,standard,none,82,88,68
female,group D,some college,standard,completed,75,78,57
female,group C,some college,free/reduced,completed,77,77,56
male,group A,high school,free/reduced,completed,67,63,52
male,group D,bachelor's degree,free/reduced,none,96,100,70
male,group E,some high school,standard,none,65,64,55
male,group C,high school,free/reduced,none,83,80,52
female,group A,high school,free/reduced,none,38,45,33
male,group A,some college,free/reduced,completed,69,58,67
female,group A,some high school,free/reduced,completed,62,69,49
female,group C,master's degree,standard,none,71,81,69
male,group D,associate's degree,standard,none,45,40,22
male,group A,some college,standard,completed,94,90,69
male,group E,some high school,standard,none,72,66,61
female,group A,some high school,free/reduced,none,100,100,54
male,group D,bachelor's degree,standard,completed,81,77,69
male,group C,associate's degree,standard,none,73,72,57
female,group A,some college,standard,none,70,73,53
male,group A,some college,free/reduced,none,79,70,74
female,group E,master's degree,free/reduced,completed,81,73,46
male,group E,bachelor's degree,free/reduced,none,77,78,65
female,group A,bachelor's degree,standard,none,100,100,88
male,group A,some high school,standard,completed,87,82,60
male,group E,some high school,standard,completed,60,60,27
female,group D,some college,standard,completed,58,57,48
female,group B,master's degree,free/reduced,completed,76,71,67
male,group B,some college,standard,completed,72,72,72
female,group A,high school,free/reduced,completed,74,69,40
female,group E,some high school,free/reduced,completed,45,48,34
female,group C,high school,standard,none,83,82,88
female,group C,master's degree,free/reduced,completed,64,73,57
male,group B,some college,standard,completed,100,96,81
male,group D,some high school,standard,completed,73,70,63
female,group B,master's degree,standard,none,68,72,56
female,group A,some college,standard,none,77,71,56
female,group D,some college,free/reduced,completed,60,60,46
female,group C,high school,free/reduced,completed,95,85,86
male,group E,associate's degree,standard,completed,100,99,87
male,group E,bachelor's degree,free/reduced,none,80,75,65
female,group A,some high school,free/reduced,completed,80,79,44
female,group B,bachelor's degree,free/reduced,none,61,65,45
female,group A,master's degree,standard,none,69,67,75
male,group E,bachelor's degree,standard,completed,78,76,53
female,group C,high school,standard,none,52,47,40
male,group E,associate's degree,free/reduced,completed,93,87,71
female,group D,some high school,standard,none,46,51,24
male,group E,some college,standard,none,38,38,20
female,group E,some college,standard,none,96,94,60
male,group D,high school,standard,completed,81,89,51
female,group B,some high school,standard,none,55,41,43
female,group E,bachelor's degree,standard,none,72,77,51
female,group A,some college,free/reduced,completed,73,65,73
male,group E,bachelor's degree,standard,none,71,71,64
female,group A,high school,free/reduced,none,54,58,44
male,group D,some college,standard,completed,74,65,63
male,group E,master's degree,free/reduced,completed,87,93,49
female,group D,associate's degree,free/reduced,completed,44,43,33
female,group D,bachelor's degree,free/reduced,none,62,57,58
female,group B,some high school,standard,none,52,53,28
male,group E,bachelor's degree,standard,none,58,60,54
female,group A,bachelor's degree,free/reduced,none,75,86,66
male,group A,bachelor's degree,free/reduced,none,50,49,23
male,group E,high school,standard,completed,96,100,94
female,group B,high school,standard,none,71,71,68
female,group B,some high school,standard,completed,64,65,57
female,group B,high school,free/reduced,none,41,39,18
female,group A,some high school,free/reduced,none,72,68,47
female,group D,some high school,free/reduced,completed,70,71,55
female,group B,high school,free/reduced,none,50,45,52
male,group A,some college,free/reduced,none,55,44,37
male,group A,high school,standard,completed,95,95,77
male,group D,some college,free/reduced,completed,64,59,41
female,group E,master's degree,free/reduced,none,70,68,72
male,group E,high school,standard,completed,78,69,48
male,group B,master's degree,standard,none,67,71,56
male,group B,high school,standard,completed,90,76,79
male,group D,master's degree,free/reduced,none,59,61,42
male,group B,associate's degree,standard,completed,63,65,48
female,group D,master's degree,free/reduced,completed,63,63,41
female,group A,some college,standard,none,58,63,34
male,group B,bachelor's degree,free/reduced,completed,56,50,29
male,group A,some high school,free/reduced,completed,70,79,75
male,group C,master's degree,standard,completed,90,85,54
